x,y
4.1347719,29.21654402
4.1347719,29.21654402
4.1347719,29.21654402
4.1347719,29.21654402
4.1347719,29.21654402
8.52431189,29.21654402
8.52431189,29.21654402
8.52431189,29.21654402
8.52431189,29.21654402
8.52431189,29.21654402
8.52431189,29.21654402
12.91385188,29.21654402
12.91385188,29.21654402
12.91385188,29.21654402
12.91385188,29.21654402
12.91385188,29.21654402
12.91385188,29.21654402
