Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90
100,-48,100,-49,-83,-81,100,-87,-90,-86,-82,100,100,100,100,100,100,100,100,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-48,-48,100,100,-87,100,-83,100,100,100,100,100,100,100,100,100,100,100,100,-86,-85,100,100,-91,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,-73,1
100,-50,100,-48,-82,-83,100,-88,-87,-87,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-49,-50,100,100,-87,100,-83,100,100,-91,100,100,100,100,100,100,100,100,100,-88,-83,100,100,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-73,1
100,-62,100,-64,-90,100,100,-92,-73,100,-75,-83,100,100,100,100,100,100,100,100,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-64,-61,100,100,100,100,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-77,-75,100,100,100,100,100,100,100,100,100,100,100,-89,100,-70,2
100,-52,100,-60,-89,-91,100,100,-74,100,-75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-62,-52,100,100,100,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,-76,-75,100,100,100,100,100,100,100,100,100,100,100,100,100,-73,2
100,-56,100,-63,100,100,100,100,-73,100,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-90,100,100,100,100,100,100,100,100,100,100,100,100,-62,-56,100,100,100,100,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,-91,100,100,-81,-72,100,100,100,100,100,100,100,100,100,100,100,100,100,-70,2
100,-58,100,-62,-88,-90,100,100,-71,100,-77,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-61,-58,100,100,100,100,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,-92,100,100,-76,-73,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,2
100,-59,100,-60,-90,-90,100,100,-73,100,-76,100,100,100,100,100,-94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-93,100,100,100,100,100,100,100,100,100,100,100,100,-62,-58,100,100,100,100,-91,100,100,100,100,100,100,100,100,100,100,100,100,100,-92,100,100,-77,-72,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,2
100,-58,100,-63,100,-89,100,100,-72,100,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-92,100,100,100,100,100,100,100,100,100,100,100,100,100,-65,-58,100,100,100,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,100,100,-78,-72,100,100,100,100,100,100,100,100,100,100,100,-90,100,-70,2
100,-62,100,-69,-83,-91,100,-90,100,-89,-89,100,100,100,100,100,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-92,100,100,100,100,100,100,100,100,100,100,100,100,100,-70,-61,100,-88,-89,-92,-88,100,100,100,100,100,100,100,100,100,100,100,100,-89,-86,-92,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,3
-89,-59,100,-69,-83,-89,100,100,100,-94,100,100,-90,100,100,100,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-68,-59,100,100,100,100,-88,-90,100,-91,100,100,100,100,100,100,100,-87,100,100,-85,-91,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,-90,-91,3
100,-62,-84,-67,-85,100,100,100,100,-92,-90,100,100,100,100,100,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-61,100,-87,-93,100,100,100,-92,-85,100,100,100,100,100,100,100,100,100,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-92,100,3
-87,-61,-90,-70,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-70,-61,100,-87,-90,100,-92,100,-90,-84,100,100,100,100,100,100,100,100,100,100,-87,-92,100,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-91,3
-85,-61,-86,-68,-89,100,100,100,100,-94,-86,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-91,100,100,100,100,100,100,100,100,100,100,100,100,100,-69,-62,-92,-83,-91,100,100,-93,-88,-86,100,100,100,100,100,100,100,100,100,100,-84,-91,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-91,3
-88,-61,-86,-68,-85,100,-95,100,100,-92,100,100,-93,100,-88,100,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-69,-62,100,-93,-92,100,100,-92,-91,-88,100,100,100,100,100,100,100,100,100,100,-87,100,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,3
100,-60,100,-64,-89,-73,100,-89,-89,-87,-84,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-65,-59,100,100,-88,100,-73,100,100,100,100,100,100,100,100,100,100,100,100,-92,-91,100,100,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-90,4
100,-62,100,-68,-85,-74,-94,-89,100,-87,-82,-84,100,100,100,100,100,100,100,100,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-61,100,100,-88,100,-74,100,100,100,100,100,100,100,100,100,100,100,100,-91,-86,100,-97,-82,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4
100,-61,-93,-66,-84,-75,100,-87,-87,-85,-82,-88,100,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-66,-62,100,100,-87,100,-72,100,100,100,100,100,100,100,100,100,100,100,100,-87,-83,100,-97,-81,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,-90,4
100,-62,100,-64,-88,-76,100,-88,-87,-88,-81,-85,100,100,100,100,100,100,100,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-63,-62,100,100,-85,100,-75,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,-83,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,-93,4
100,-61,100,-64,-81,-74,100,-87,100,-88,-81,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-62,-60,100,100,-85,100,-75,100,100,100,100,100,100,100,100,100,100,100,100,-90,-85,100,100,-80,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,4
100,-62,-94,-64,-87,-75,100,-87,-91,-86,-81,-87,100,100,100,100,100,100,100,100,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-64,-60,100,100,100,100,-74,100,100,100,100,100,100,100,100,100,100,100,100,-88,-87,100,100,-80,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,-90,4
100,-65,100,-74,100,-81,100,100,-86,100,-75,100,100,100,100,100,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-71,-65,100,100,100,100,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,100,100,-75,-86,100,100,100,100,100,100,100,100,100,100,100,-84,100,-81,5
100,-62,100,-68,-89,-81,100,100,-87,100,-79,100,100,100,100,100,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-69,-63,100,100,-94,100,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,-80,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,-79,5
100,-66,100,-69,100,-84,100,-91,-86,100,-80,100,100,100,100,100,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-70,-66,100,100,100,100,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,-79,-84,100,100,100,100,100,100,100,100,100,100,100,-90,100,-79,5
100,-67,100,-72,-89,-81,100,-91,-83,100,-86,100,100,100,100,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,-66,100,100,-93,100,-84,100,100,100,100,100,100,100,100,100,100,100,100,-87,-88,100,100,-87,-83,100,100,100,100,100,100,100,100,100,100,100,-85,100,-74,5
100,-66,100,-75,100,-81,100,-93,-84,100,-82,100,100,100,100,100,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,-65,100,100,-92,100,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,-90,100,100,-83,-83,100,100,100,100,100,100,100,100,100,100,100,-87,100,-76,5
100,-65,100,-73,-87,-83,100,-88,-84,100,-85,100,100,100,100,100,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-71,-64,100,100,100,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,-90,100,100,100,-81,-84,100,100,100,100,100,100,100,100,100,100,100,-87,100,-78,5
-91,-76,-85,-83,-86,-80,-93,100,100,-83,100,100,-89,100,-87,100,100,-91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-81,-74,100,-89,-83,100,-79,-90,-88,-85,100,-88,100,100,100,100,100,100,100,100,-88,100,-92,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-91,6
-89,-77,-88,-84,-86,-81,-92,100,100,-86,100,100,100,100,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,-77,100,-90,-87,100,-85,100,-87,100,100,100,100,100,100,100,100,100,100,100,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-92,6
-88,-75,100,-83,-84,-82,100,100,-93,-89,100,100,100,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,-76,-90,-86,-87,100,-83,100,-83,100,100,100,100,100,100,100,100,100,100,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,6
-89,-76,-90,-83,-85,-82,-95,100,100,-85,100,100,100,100,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-83,-76,-89,-88,-86,100,-82,100,-87,100,100,100,100,100,100,100,100,100,100,100,-88,100,-93,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,6
-86,-75,-85,-84,-88,-85,100,100,100,-86,100,100,100,100,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,-76,-90,-87,-84,100,-85,100,-88,-83,100,100,100,100,100,100,100,100,100,100,-86,100,100,100,-92,100,100,100,100,100,100,100,100,100,100,100,100,100,-92,6
-88,-75,-87,-81,-85,-82,100,100,100,-84,100,100,100,100,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,-76,-90,-91,-88,100,-86,100,-87,-88,100,100,100,100,100,100,100,100,100,100,-88,100,-93,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,6
100,-68,100,-66,-86,-76,100,-94,100,-78,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-68,100,100,-83,100,-76,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,-91,-83,100,100,100,100,-91,100,100,100,100,100,100,100,100,100,100,7
100,-64,100,-66,-86,-79,-90,100,100,-80,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-64,100,100,-78,100,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,-83,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,7
100,-63,-89,-66,-85,-80,100,-90,100,-79,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-64,-63,100,100,-77,100,-80,100,100,100,100,100,100,100,100,100,100,100,100,-90,-86,100,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,7
100,-62,-89,-68,-85,-81,100,100,100,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-66,-62,100,100,-78,100,-81,100,100,100,100,100,100,100,100,100,100,100,100,-87,-83,100,-91,-89,100,100,100,100,-92,100,100,100,100,100,100,100,100,100,100,7
100,-62,100,-66,-87,-78,-90,-91,100,-79,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-62,100,100,-77,100,-80,100,100,100,100,100,100,100,100,100,100,100,100,-88,-82,100,100,100,100,100,100,100,-90,100,100,100,100,100,100,100,100,100,100,7
100,-62,100,-65,-83,-80,-92,-89,100,-79,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-64,-62,100,100,-80,100,-79,100,100,100,100,100,100,100,100,100,100,100,100,-89,-84,100,-91,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,7
100,-78,100,-79,100,-83,100,100,-88,100,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-77,100,100,100,100,-82,100,100,100,100,100,100,100,100,100,100,100,100,-90,100,100,100,-78,-86,100,100,100,-90,100,100,100,100,100,100,100,-87,-87,-88,8
100,-74,100,-82,-93,-86,100,100,-88,-90,-80,100,100,100,100,100,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-83,-76,100,100,100,100,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-80,-88,100,100,100,-88,100,100,100,100,100,100,100,-85,-89,100,8
100,-77,100,-84,100,-87,100,100,-90,100,-77,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,-75,100,100,-91,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-79,-90,100,100,100,-86,100,100,100,100,100,100,100,-90,-89,100,8
100,-74,100,-80,100,-88,100,100,-86,-93,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-81,-74,100,100,-91,100,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-88,100,100,100,-88,100,100,100,100,100,100,100,-88,100,-87,8
100,-75,100,-76,100,-83,100,100,-93,-89,-77,100,100,-91,100,100,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,-75,100,100,-88,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-91,100,100,100,-86,100,100,100,100,100,100,100,-85,-85,-89,8
100,-78,100,-78,100,-86,100,100,-84,100,-80,100,100,100,100,100,100,100,100,100,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-77,-75,100,100,-92,100,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-80,-83,-91,100,100,-89,100,100,100,100,100,100,100,-90,-85,-88,8
-85,-75,-80,-78,100,-81,100,100,100,-78,100,100,100,-88,-95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-80,-73,100,-86,-79,100,-82,-91,100,-80,100,100,100,100,100,100,100,100,100,-94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-90,100,9
-86,-73,-81,-84,100,-81,100,100,100,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,-74,100,-84,-82,100,-81,100,100,-78,100,100,100,100,100,100,100,100,100,100,-92,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,100,9
-93,-75,-80,-88,-90,-87,100,100,100,-85,100,100,100,100,100,100,100,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-92,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,-74,100,-90,-86,100,-86,100,100,-82,100,100,100,100,100,100,100,100,100,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,9
-86,-74,-81,-91,-90,-83,100,100,100,-87,100,100,100,100,100,100,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-74,-93,-85,-88,100,-82,-93,100,-80,100,-90,100,100,100,100,100,100,100,100,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,9
-86,-74,-79,-86,100,-83,100,100,100,-89,100,100,-91,100,100,100,-90,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-93,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,-74,100,-86,-86,100,-84,100,-95,-80,100,100,100,100,100,100,100,100,100,100,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-90,100,9
-86,-73,-82,-86,-89,-86,100,100,100,-87,100,100,-91,100,100,100,-93,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,-75,-95,-84,-88,100,-84,-93,100,-83,100,100,100,100,100,100,100,100,100,100,-91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,100,9
100,-72,100,-83,-90,-79,100,100,100,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-80,-73,100,100,-82,100,-80,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,100,10
100,-72,100,-81,-88,-83,100,100,100,-80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,-71,100,100,-82,100,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,-94,10
100,-72,100,-80,-87,-81,100,100,100,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-79,-72,100,100,-78,100,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-91,100,10
100,-71,100,-83,-84,-82,100,100,100,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,-72,100,100,-80,100,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,10
100,-70,100,-82,-84,-83,100,100,100,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,-70,100,100,-79,100,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,10
100,-72,100,-84,-88,-84,100,100,100,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,-70,100,100,-78,100,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,100,10
100,-74,100,-82,-85,-76,100,100,100,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-83,-75,100,100,-83,100,-76,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,100,100,-91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,11
