Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90
100,-47,-90,-54,-81,-79,100,-90,-85,100,-86,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-53,-47,100,100,-89,100,-79,100,100,-90,100,100,100,100,100,100,100,100,100,100,-75,100,100,-85,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1
100,-46,-92,-52,-86,-80,100,-90,-86,-92,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-51,-45,100,100,-92,100,-79,100,100,-92,100,100,100,100,100,100,100,100,100,-92,-82,100,100,-82,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1
100,-59,100,-64,-88,-93,100,100,-77,100,-82,100,100,100,100,100,100,100,100,100,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-62,-59,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-92,100,100,-80,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2
100,-62,100,-65,-88,100,100,100,-80,100,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-66,-62,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,-82,-78,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,2
100,-60,100,-63,-88,-88,100,100,-75,100,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-62,-60,100,100,100,100,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,100,100,-80,-77,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2
100,-59,100,-65,-85,-90,100,100,-80,100,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-63,-59,100,100,100,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,-79,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2
100,-60,100,-65,-89,-88,100,100,-78,100,-77,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-65,-59,100,100,100,100,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,-77,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2
100,-60,100,-66,-88,-90,100,100,-80,100,-82,-91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-63,-60,100,100,100,100,-92,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,-81,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2
100,-65,-85,-69,100,-90,100,-89,-90,100,-83,100,100,100,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-93,-91,100,100,-92,100,100,100,100,100,100,100,100,100,100,100,100,100,-66,-65,100,-83,100,100,-90,100,100,-86,100,100,100,100,100,100,100,100,100,100,-86,100,100,-86,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,3
-90,-66,-87,-68,-84,100,100,-94,-90,100,100,100,-94,100,-90,100,-94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-92,100,100,100,100,100,100,100,100,100,100,100,100,100,-68,-67,-92,100,100,100,100,-90,-89,-86,100,100,100,100,100,100,100,100,100,-92,-82,-92,100,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,3
100,-67,-85,-73,-87,100,100,100,100,100,-87,100,100,100,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,-67,-92,-86,100,100,100,100,-88,-84,100,100,100,100,100,100,100,100,100,100,-86,100,100,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,-90,100,3
-89,-64,-82,-72,-87,100,100,100,100,100,-85,100,100,100,100,100,-92,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,100,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,-73,-64,-90,-89,100,100,100,100,-90,-83,100,100,100,100,100,100,100,100,100,100,-86,-92,100,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,3
100,-65,-83,-69,-85,100,100,100,100,100,-84,100,100,100,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-92,100,100,100,100,100,100,100,100,100,100,100,100,100,-71,-65,100,100,100,100,100,100,100,-82,100,100,100,100,100,100,100,100,100,100,-82,-92,100,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,-92,100,3
100,-63,-82,-73,-85,100,100,100,100,100,-83,100,100,100,-90,100,-92,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-69,-64,100,-85,100,100,-92,100,100,-86,100,100,100,100,100,100,100,100,100,100,-86,-92,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,3
100,-62,100,-58,100,-78,100,-90,-87,-83,-84,-90,100,100,100,100,100,100,100,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-57,-62,100,100,100,100,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4
100,-63,100,-60,-89,-75,100,-90,-88,-84,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-60,-62,100,100,-87,100,-74,100,100,-91,100,100,100,100,100,100,100,100,100,-89,-89,100,100,-82,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4
100,-63,-88,-57,-85,-73,100,-93,-90,-83,-81,-88,100,100,100,100,100,100,100,100,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-58,-62,100,100,-81,100,-75,100,100,-89,100,100,100,100,100,100,100,100,100,-90,-85,100,-90,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4
100,-63,100,-58,-82,-73,-94,-91,100,-81,-88,100,100,100,100,100,100,100,100,100,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-59,-63,100,100,-84,100,-73,100,100,-91,100,100,100,100,100,100,100,100,100,-89,-86,100,-94,-86,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4
100,-61,-89,-60,-82,-75,-92,-89,-91,-83,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-61,-61,100,100,-84,100,-74,100,100,100,100,100,100,100,100,100,100,100,100,-86,-81,100,-92,-86,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4
100,-61,-91,-60,-84,-75,-92,-89,100,-80,-81,-90,100,100,100,100,100,100,100,100,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-58,-61,100,100,-80,100,-73,100,100,100,100,100,100,100,100,100,100,100,100,100,-83,100,-94,-83,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4
100,-65,100,-75,100,-91,100,-92,-86,100,-78,100,100,100,100,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-74,-64,100,100,100,100,-92,100,100,100,100,100,100,100,100,100,100,100,100,-90,100,100,100,-77,-85,100,100,100,-89,100,100,100,100,100,100,100,-86,100,100,5
100,-68,100,-76,-87,-84,100,100,-84,100,-78,100,100,100,100,100,100,100,100,100,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-67,100,100,100,100,-84,100,100,100,100,100,100,100,100,100,100,100,100,-91,-86,100,100,-80,-82,100,100,100,100,100,100,100,100,100,100,100,-87,100,100,5
100,-67,100,-75,-86,-82,100,-90,-84,100,-76,-88,100,100,100,100,-90,100,100,100,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-77,-67,100,100,100,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,-91,-85,100,100,-77,-86,100,100,100,100,100,100,100,100,100,100,100,-87,-90,100,5
100,-67,100,-77,-84,-83,100,-91,-92,100,-75,100,100,100,100,100,100,100,100,100,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-69,100,100,100,100,-84,100,100,100,100,100,100,100,100,100,100,100,100,-90,-86,100,100,-75,-94,100,100,100,100,100,100,100,100,100,100,100,-90,-89,100,5
100,-68,100,-75,-87,-83,100,-88,-89,100,-76,-89,100,100,100,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-73,-67,100,100,100,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,-89,-86,100,100,-76,-87,100,100,100,-89,100,100,100,100,100,100,100,-87,-91,100,5
100,-66,100,-74,-85,-82,100,-88,-91,100,-78,-87,100,100,100,100,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-73,-66,100,100,100,100,-83,100,100,100,100,100,100,100,100,100,100,100,100,-88,-86,100,100,-75,-92,100,100,100,100,100,100,100,100,100,100,100,-87,-88,100,5
100,-72,-83,-81,100,-76,100,100,100,-89,-84,100,-90,100,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-80,-70,-88,100,-89,100,-74,-90,-88,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,-93,100,100,100,100,100,100,100,100,100,100,100,100,-88,100,6
100,-72,-84,-81,100,-80,100,100,100,-82,-85,100,-94,100,-92,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-80,-74,100,-87,-84,100,-77,-94,-87,-87,100,-91,100,100,100,100,100,100,100,100,100,100,100,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,6
100,-75,-86,-80,-90,-81,-94,100,100,-82,-85,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-79,-76,100,-87,-82,100,-80,-90,100,-88,100,100,100,100,100,100,100,100,100,100,-88,100,-91,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,6
-86,-77,-89,-82,100,-79,100,100,100,-82,-85,100,-92,100,100,100,100,-91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,-76,100,-86,-81,100,-80,100,100,-88,100,-91,100,100,100,100,100,100,100,100,-88,100,100,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,6
-86,-77,-88,-82,-89,-78,100,100,100,-86,-87,100,-92,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-81,-77,100,-86,-86,100,-80,-94,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,-95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,6
-90,-78,-86,-81,-89,-81,100,100,100,-82,-85,100,100,100,100,100,100,-92,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,-79,100,-88,-84,100,-81,100,100,-87,100,100,100,100,100,100,100,100,100,100,-90,100,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,100,6
100,-69,100,-66,100,-75,-93,-88,100,-81,-81,-87,100,100,100,100,100,100,100,100,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-63,-68,100,100,-80,100,-77,100,100,100,100,100,100,100,100,100,100,100,100,-88,-89,100,-90,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,7
100,-62,100,-65,-88,-78,-91,-90,100,-83,-81,-87,100,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-65,-62,100,100,-82,100,-78,100,100,100,100,100,100,100,100,100,100,100,100,-87,-88,100,-95,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,7
100,-62,100,-66,-87,-78,-95,-90,-92,-84,-83,-90,100,100,100,100,100,100,100,100,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-63,-62,100,100,-87,100,-78,100,100,100,100,100,100,100,100,100,100,100,100,-88,-86,100,-92,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,7
100,-62,100,-66,-85,-78,-92,-86,100,-86,-84,-90,100,100,100,100,100,100,100,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-64,-62,100,100,-85,100,-78,100,100,100,100,100,100,100,100,100,100,100,100,-88,-86,100,100,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,7
100,-62,100,-64,-88,-78,-93,-87,100,-82,-82,-88,100,100,100,100,100,100,100,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-65,-63,100,100,-82,100,-77,100,100,100,100,100,100,100,100,100,100,100,100,-87,-89,100,-95,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,7
100,-62,100,-63,-88,-77,100,-89,100,100,-81,-88,100,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-64,-63,100,100,-84,100,-77,100,100,100,100,100,100,100,100,100,100,100,100,-88,-84,100,-93,-83,-92,100,100,100,100,100,100,100,100,100,100,100,100,100,100,7
100,-75,100,-73,100,-85,100,100,-82,100,-76,-87,100,100,100,100,100,100,100,100,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-73,-78,100,100,100,100,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-80,100,100,100,-91,100,100,100,100,100,100,100,100,100,100,8
100,-73,-94,-77,100,-87,100,100,-84,100,-79,-85,100,100,100,100,-91,100,100,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,100,100,100,100,100,100,100,100,-76,-73,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,-93,100,100,100,-79,-83,100,100,100,-91,100,100,100,100,100,100,100,-88,-87,100,8
100,-72,100,-77,100,-85,100,100,-82,100,-80,-86,100,100,100,100,-90,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-73,100,100,100,100,-87,100,100,100,100,100,100,100,100,100,100,100,100,-90,100,100,100,-81,-81,100,100,100,100,100,100,100,100,100,100,100,-91,-88,100,8
100,-71,100,-75,100,-85,100,100,-83,100,-84,-86,100,100,100,100,-90,100,100,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,100,100,100,100,100,100,100,100,-78,-71,100,100,100,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,-91,100,100,100,-81,-84,100,100,100,100,100,100,100,100,100,100,100,-88,100,100,8
100,-71,100,-74,100,-86,100,100,-85,100,-82,-89,100,100,100,100,100,100,100,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,100,100,100,100,100,100,100,100,100,100,-74,-71,100,100,100,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,-91,100,100,100,-82,-83,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,8
100,-71,100,-73,100,-87,100,100,-83,100,-80,-86,100,100,100,100,100,100,100,100,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,100,100,100,100,100,100,100,100,100,100,-74,-71,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-80,-83,100,100,100,-88,100,100,100,100,100,100,100,-88,-85,100,8
100,-75,-75,-81,100,-86,100,100,100,-84,-88,100,100,-87,-86,100,100,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,-75,100,-90,-85,100,-83,100,-84,-76,100,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,100,100,100,100,100,100,100,100,100,100,100,-86,100,9
-84,-73,-75,-87,100,-88,100,100,100,-82,100,100,-97,-91,-88,100,-91,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,-73,-90,-86,-85,100,-87,100,-88,-74,100,-84,100,100,100,100,100,100,100,100,-90,100,100,100,100,-90,100,100,100,100,100,100,100,100,100,100,100,-88,100,9
100,-73,-73,-87,100,-87,100,100,100,-81,100,100,100,-87,-88,100,-91,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,-73,100,-81,-81,100,-89,-89,-88,-75,100,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,9
-88,-75,-72,-83,100,-90,100,100,100,-82,100,100,-91,100,-87,100,100,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-93,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,-76,-92,100,-82,100,-88,-88,100,-74,100,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,-92,100,100,100,100,100,100,100,100,100,100,100,-87,100,9
-87,-76,-76,100,100,-91,100,100,100,-86,100,100,-92,-89,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-92,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,-75,-89,-85,-83,100,-87,-92,-86,-76,100,-82,100,100,100,100,100,100,100,100,-91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,9
-82,-75,-75,-94,100,100,100,100,100,-83,100,100,100,-90,-86,100,100,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-92,-74,-89,-86,-83,100,-90,-97,-86,-74,100,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,-90,100,100,100,100,100,100,100,100,100,100,100,-86,100,9
100,-81,-94,-74,-86,-75,100,100,100,-80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,-81,100,100,-80,100,-76,100,100,-92,100,100,100,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,100,10
100,-79,100,-73,-85,-74,100,100,100,-78,100,-90,100,-89,100,100,100,100,100,100,-92,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,-81,100,100,-79,100,-76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-91,100,100,100,100,100,100,100,100,100,100,100,-91,100,10
100,-79,100,-71,-85,-73,100,100,100,-81,100,-89,100,100,100,100,100,100,100,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-71,-78,100,100,-80,100,-73,100,100,100,100,100,100,100,100,100,100,100,100,100,-83,100,100,100,100,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,10
100,-79,100,-68,-85,-75,100,100,-89,-79,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-70,-80,100,100,-79,100,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,100,100,-87,-91,100,100,100,100,100,100,100,100,100,100,100,100,-91,100,10
100,-78,100,-72,-84,-74,100,100,100,-79,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-71,-79,100,100,-80,100,-75,100,100,-93,100,100,100,100,100,100,100,100,100,100,-84,100,100,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,10
100,-78,-91,-73,100,-73,100,100,100,-79,-89,100,100,-93,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,-78,100,100,-79,100,-73,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,-89,100,-92,100,100,100,100,100,100,100,100,100,100,100,-87,100,10
100,-77,100,-88,100,-77,100,100,100,-84,-84,-87,100,100,100,100,100,100,100,100,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,-76,100,100,-84,100,-77,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-83,-91,100,100,100,-89,100,100,100,100,100,100,100,-92,100,100,11
